survey_id,site_code,survey_date,time_start,time_end,observer,code,common_name,distance,bird_count,observation_notes,seen,heard,direction,qccomment
169,V-18,2000-10-26,09:30:00,09:45:00,BeRa,MODO,Mourning Dove,20-40,2,,True,True,N,
169,V-18,2000-10-26,09:30:00,09:45:00,BeRa,HOFI,House Finch,20-40,4,,False,True,W,
169,V-18,2000-10-26,09:30:00,09:45:00,BeRa,NOMO,Northern Mockingbird,40+,1,,False,True,W,
169,V-18,2000-10-26,09:30:00,09:45:00,BeRa,ROPI,Rock Pigeon,40+,2,,True,False,N,
169,V-18,2000-10-26,09:30:00,09:45:00,BeRa,SAPH,Say's Phoebe,5-10,1,,True,False,NE,
169,V-18,2000-10-26,09:30:00,09:45:00,BeRa,ANHU,Anna's Hummingbird,10-20,1,,True,True,W,
169,V-18,2000-10-26,09:30:00,09:45:00,BeRa,ROPI,Rock Pigeon,40+,1,,True,False,W,
169,V-18,2000-10-26,09:30:00,09:45:00,BeRa,NOMO,Northern Mockingbird,40+,1,,False,True,NW,
169,V-18,2000-10-26,09:30:00,09:45:00,BeRa,SAVS,Savannah Sparrow,10-20,10,Savannah Sparrow,True,True,SE,
169,V-18,2000-10-26,09:30:00,09:45:00,BeRa,BRSP,Brewer's Sparrow,40+,10,,False,True,SE,
253,Q-7,2000-10-26,07:50:00,08:05:00,JoLe,BTGN,Black-tailed Gnatcatcher,10-20,1,,False,True,W,
253,Q-7,2000-10-26,07:50:00,08:05:00,JoLe,WCSP,White-crowned Sparrow,40+,2,,False,True,N,
253,Q-7,2000-10-26,07:50:00,08:05:00,JoLe,ANHU,Anna's Hummingbird,20-40,1,,False,True,SW,
253,Q-7,2000-10-26,07:50:00,08:05:00,JoLe,MODO,Mourning Dove,FT,1,,True,False,SW,
253,Q-7,2000-10-26,07:50:00,08:05:00,JoLe,WCSP,White-crowned Sparrow,40+,2,,False,True,W,
253,Q-7,2000-10-26,07:50:00,08:05:00,JoLe,HOFI,House Finch,40+,2,,False,True,W,
253,Q-7,2000-10-26,07:50:00,08:05:00,JoLe,CBTH,Curve-billed Thrasher,20-40,1,,True,False,SW,
253,Q-7,2000-10-26,07:50:00,08:05:00,JoLe,MODO,Mourning Dove,40+,1,,False,True,S,
253,Q-7,2000-10-26,07:50:00,08:05:00,JoLe,WCSP,White-crowned Sparrow,40+,2,,False,True,E,
253,Q-7,2000-10-26,07:50:00,08:05:00,JoLe,SAPH,Say's Phoebe,20-40,1,,False,True,N,
253,Q-7,2000-10-26,07:50:00,08:05:00,JoLe,SAPH,Say's Phoebe,40+,1,,False,True,N,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,GIWO,Gila Woodpecker,20-40,1,,False,True,NW,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,GIWO,Gila Woodpecker,40+,1,,False,True,NW,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,CACW,Cactus Wren,20-40,1,,False,True,NW,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,VERD,Verdin,20-40,1,,False,True,N,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,CBTH,Curve-billed Thrasher,20-40,1,,True,False,W,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,NRWS,Northern Rough-winged Swallow,FT,2,,True,False,W,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,ROWR,Rock Wren,40+,2,,True,False,SE,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,BTSP,Black-throated Sparrow,40+,4,,False,True,SW,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,WCSP,White-crowned Sparrow,40+,2,,False,True,S,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,MODO,Mourning Dove,FT,3,,True,False,NE,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,LENI,Lesser Nighthawk,40+,1,,False,True,NE,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,WCSP,White-crowned Sparrow,FT,4,,True,True,NW,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,WCSP,White-crowned Sparrow,40+,2,,True,True,NW,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,HOFI,House Finch,40+,1,,False,True,E,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,CBTH,Curve-billed Thrasher,40+,1,,False,True,SW,
255,U-8,2000-10-26,09:20:00,09:35:00,JoLe,HOFI,House Finch,40+,2,,False,True,SW,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,NOMO,Northern Mockingbird,40+,1,,False,True,S,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,EUST,European Starling,FT,1,,True,False,W,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,CBTH,Curve-billed Thrasher,5-10,1,,True,True,N,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,GTGR,Great-tailed Grackle,FT,1,,True,False,W,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,HOFI,House Finch,FT,1,,True,False,W,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,HOSP,House Sparrow,5-10,1,,True,True,N,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,ANHU,Anna's Hummingbird,10-20,1,,False,True,S,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,GIFL,Gilded Flicker,FT,1,,True,False,W,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,VERD,Verdin,10-20,1,,True,False,NW,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,VERD,Verdin,5-10,1,,True,True,NE,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,CBTH,Curve-billed Thrasher,10-20,1,,True,False,NW,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,CACW,Cactus Wren,10-20,1,,True,True,NW,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,EUST,European Starling,FT,1,,True,False,N,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,HOFI,House Finch,40+,2,,True,False,NW,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,VERD,Verdin,10-20,1,,False,True,SW,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,HOFI,House Finch,10-20,1,,False,True,N,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,GTGR,Great-tailed Grackle,FT,1,,True,False,E,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,MODO,Mourning Dove,FT,1,,True,False,E,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,EUST,European Starling,FT,1,,True,False,E,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,NOMO,Northern Mockingbird,FT,1,,True,True,NW,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,EUST,European Starling,FT,1,,True,False,NE,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,GIWO,Gila Woodpecker,20-40,1,,True,False,N,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,GTGR,Great-tailed Grackle,40+,1,,True,False,NW,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,GTGR,Great-tailed Grackle,40+,2,,True,False,W,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,NOMO,Northern Mockingbird,5-10,1,,False,True,SE,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,VERD,Verdin,5-10,1,,True,True,SW,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,COHU,Costa's Hummingbird,10-20,1,,False,True,W,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,GIWO,Gila Woodpecker,40+,1,,True,True,SW,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,CBTH,Curve-billed Thrasher,10-20,1,,True,True,E,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,HOFI,House Finch,FT,6,,True,True,NE,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,INDO,Inca Dove,5-10,3,,True,False,NE,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,GTGR,Great-tailed Grackle,0-5,1,,True,True,NE,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,HOFI,House Finch,FT,1,,True,True,E,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,EUST,European Starling,FT,1,,True,False,E,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,EUST,European Starling,40+,1,,True,True,E,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,CBTH,Curve-billed Thrasher,20-40,1,,False,True,S,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,NOMO,Northern Mockingbird,FT,1,,True,True,E,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,NOCA,Northern Cardinal,FT,1,,True,False,N,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,HOFI,House Finch,10-20,1,,False,True,NW,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,EUST,European Starling,10-20,1,,False,True,NE,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,VERD,Verdin,5-10,1,,False,True,SW,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,HOSP,House Sparrow,5-10,1,,False,True,SW,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,HOFI,House Finch,5-10,1,,False,True,SW,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,HOFI,House Finch,10-20,1,,False,True,W,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,GTGR,Great-tailed Grackle,0-5,1,,True,True,SE,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,VERD,Verdin,20-40,1,,False,True,SE,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,GTGR,Great-tailed Grackle,5-10,1,,True,True,NE,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,MODO,Mourning Dove,5-10,1,,True,False,NE,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,GTGR,Great-tailed Grackle,5-10,1,,True,True,E,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,HOSP,House Sparrow,0-5,2,,True,True,N,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,HOFI,House Finch,5-10,10,,True,True,W,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,GTGR,Great-tailed Grackle,0-5,1,,True,True,W,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,ANHU,Anna's Hummingbird,40+,1,,True,False,W,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,RTHA,Red-tailed Hawk,FT,1,,True,False,NW,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,HOFI,House Finch,0-5,2,,True,True,NW,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,ROPI,Rock Pigeon,FT,5,,True,False,N,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,ROPI,Rock Pigeon,FT,2,,True,False,W,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,VERD,Verdin,10-20,1,,True,True,SW,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,HOFI,House Finch,5-10,1,,True,True,W,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,NOMO,Northern Mockingbird,20-40,1,,True,True,SW,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,AUWA,Audubon's Warbler,20-40,1,,True,True,SW,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,HOSP,House Sparrow,10-20,2,,False,True,NW,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,HOSP,House Sparrow,5-10,1,,True,True,NW,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,AUWA,Audubon's Warbler,20-40,1,,True,True,W,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,MODO,Mourning Dove,5-10,2,,True,True,E,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,MODO,Mourning Dove,10-20,1,,True,True,SW,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,HOSP,House Sparrow,20-40,1,,False,True,W,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,ANHU,Anna's Hummingbird,20-40,1,,True,True,W,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,NOMO,Northern Mockingbird,10-20,1,,True,True,W,
166,Y-19,2000-10-29,10:05:00,10:20:00,DiSt,GTGR,Great-tailed Grackle,10-20,1,,False,True,W,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,VERD,Verdin,FT,1,,True,True,SE,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,ROPI,Rock Pigeon,FT,1,,True,False,W,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,HOFI,House Finch,10-20,2,,True,False,NE,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,GIFL,Gilded Flicker,FT,1,,True,False,N,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,NOMO,Northern Mockingbird,FT,1,,True,True,W,
168,X-18,2000-10-29,09:25:00,09:40:00,DiSt,EUST,European Starling,20-40,1,,False,True,S,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,COHU,Costa's Hummingbird,5-10,1,,True,True,S,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,ANHU,Anna's Hummingbird,5-10,1,,True,True,SE,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,CBTH,Curve-billed Thrasher,10-20,1,,True,True,W,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,NOMO,Northern Mockingbird,20-40,1,,True,True,SW,
165,W-15,2000-10-29,08:40:00,08:55:00,DiSt,ABTO,Abert's Towhee,5-10,1,,True,True,S,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,SOSP,Song Sparrow,10-20,4,,False,True,N,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,GIWO,Gila Woodpecker,40+,1,,False,True,E,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,CBTH,Curve-billed Thrasher,10-20,1,,False,True,NE,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,HOFI,House Finch,20-40,2,,True,False,W,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,ANHU,Anna's Hummingbird,10-20,1,,False,True,E,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,INDO,Inca Dove,5-10,3,,True,False,SW,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,ABTO,Abert's Towhee,10-20,1,,True,False,NW,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,EUST,European Starling,20-40,3,,False,True,NW,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,ROPI,Rock Pigeon,5-10,1,,True,False,N,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,HOSP,House Sparrow,20-40,3,,True,False,NE,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,HOFI,House Finch,5-10,3,,True,False,E,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,ANHU,Anna's Hummingbird,5-10,2,,False,True,E,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,WCSP,White-crowned Sparrow,20-40,3,,False,True,E,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,GTGR,Great-tailed Grackle,FT,7,,True,False,W,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,NOMO,Northern Mockingbird,10-20,1,,False,True,NW,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,GTGR,Great-tailed Grackle,20-40,3,,False,True,NE,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,AUWA,Audubon's Warbler,5-10,2,,True,False,E,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,HOSP,House Sparrow,20-40,5,,False,True,SE,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,HOSP,House Sparrow,10-20,4,,True,False,SW,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,ROPI,Rock Pigeon,10-20,8,,True,False,SW,
260,P-16,2000-10-30,09:30:00,10:00:00,JoLe,MODO,Mourning Dove,10-20,5,,True,False,NW,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,HOFI,House Finch,FT,5,,True,False,NE,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,NOCA,Northern Cardinal,20-40,2,,False,True,NE,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,HETH,Hermit Thrush,10-20,1,,True,False,SE,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,NRWS,Northern Rough-winged Swallow,FT,3,,True,False,E,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,BLPH,Black Phoebe,20-40,1,,False,True,NE,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,AUWA,Audubon's Warbler,20-40,1,,False,True,N,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,BCNH,Black-crowned Night-Heron,5-10,1,,True,False,N,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,CAEG,Cattle Egret,20-40,1,Cattle Egret,True,False,NE,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,PBGR,Pied-billed Grebe,40+,2,,True,False,SW,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,ABTO,Abert's Towhee,40+,2,,False,True,S,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,OSPR,Osprey,40+,1,,True,False,W,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,MALL,Mallard,20-40,2,,True,False,SE,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,AUWA,Audubon's Warbler,10-20,3,,True,False,NW,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,MODO,Mourning Dove,40+,2,,True,False,E,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,BEKI,Belted Kingfisher,5-10,1,,False,True,S,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,VERD,Verdin,20-40,2,,False,True,E,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,COGA,Common Gallinule,10-20,1,,True,False,NW,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,ROPI,Rock Pigeon,FT,30,,True,False,NE,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,MODO,Mourning Dove,FT,2,,True,False,E,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,HOSP,House Sparrow,40+,5,,True,False,E,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,GTGR,Great-tailed Grackle,FT,4,,True,False,N,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,BRBL,Brewer's Blackbird,40+,4,,False,True,E,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,HOFI,House Finch,40+,5,,False,True,E,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,RTHA,Red-tailed Hawk,FT,1,,True,False,W,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,WCSP,White-crowned Sparrow,40+,2,,True,False,S,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,SOSP,Song Sparrow,10-20,3,,False,True,SW,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,GTGR,Great-tailed Grackle,40+,9,,True,False,E,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,MODO,Mourning Dove,40+,12,,True,False,E,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,HOSP,House Sparrow,40+,6,,True,False,SE,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,VGSW,Violet-green Swallow,FT,6,,True,False,W,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,MODO,Mourning Dove,FT,2,,True,False,NE,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,WEME,Western Meadowlark,40+,2,,True,False,SW,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,BRBL,Brewer's Blackbird,40+,2,,False,True,SE,
256,P-18,2000-10-30,08:30:00,08:45:00,JoLe,EUST,European Starling,40+,12,,False,True,SE,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,GBHE,Great Blue Heron,5-10,1,,True,False,N,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,GBHE,Great Blue Heron,40+,3,,True,False,N,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,GREG,Great Egret,20-40,3,,True,False,W,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,GRHE,Green Heron,10-20,2,,True,False,SE,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,AMCO,American Coot,20-40,18,,True,False,SW,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,PBGR,Pied-billed Grebe,20-40,2,,True,False,SW,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,DEJU,Dark-eyed Junco,10-20,2,,True,False,W,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,GBHE,Great Blue Heron,FT,1,,True,False,W,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,MAWR,Marsh Wren,10-20,1,,False,True,S,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,MAWR,Marsh Wren,20-40,1,,False,True,S,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,SNEG,Snowy Egret,5-10,1,,True,False,S,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,BEKI,Belted Kingfisher,10-20,1,,False,True,SW,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,DCCO,Double-crested Cormorant,20-40,2,,True,False,W,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,DCCO,Double-crested Cormorant,40+,1,,True,False,W,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,GTGR,Great-tailed Grackle,FT,20,,True,False,N,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,SNEG,Snowy Egret,20-40,2,,True,False,SW,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,SNEG,Snowy Egret,10-20,2,,False,True,NW,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,AUWA,Audubon's Warbler,5-10,1,,False,True,W,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,AUWA,Audubon's Warbler,40+,1,,False,True,W,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,GBHE,Great Blue Heron,20-40,1,,True,False,N,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,GRHE,Green Heron,40+,2,,False,True,NE,
258,PE-10B,2000-10-30,07:15:00,07:33:00,JoLe,ANHU,Anna's Hummingbird,10-20,1,,False,True,NE,
262,V-18,2000-10-31,07:05:00,07:20:00,JoLe,CACW,Cactus Wren,40+,1,,False,True,SE,
262,V-18,2000-10-31,07:05:00,07:20:00,JoLe,EUST,European Starling,40+,2,,True,False,S,
262,V-18,2000-10-31,07:05:00,07:20:00,JoLe,MODO,Mourning Dove,FT,2,,True,False,SW,
262,V-18,2000-10-31,07:05:00,07:20:00,JoLe,CBTH,Curve-billed Thrasher,40+,1,,False,True,N,
262,V-18,2000-10-31,07:05:00,07:20:00,JoLe,GTGR,Great-tailed Grackle,40+,3,,False,True,E,
262,V-18,2000-10-31,07:05:00,07:20:00,JoLe,HOSP,House Sparrow,20-40,2,,True,False,NE,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,HOFI,House Finch,10-20,2,,False,True,SW,
262,V-18,2000-10-31,07:05:00,07:20:00,JoLe,VERD,Verdin,10-20,1,,True,False,NW,
262,V-18,2000-10-31,07:05:00,07:20:00,JoLe,EUST,European Starling,FT,2,,True,False,E,
262,V-18,2000-10-31,07:05:00,07:20:00,JoLe,HOFI,House Finch,40+,2,,False,True,E,
262,V-18,2000-10-31,07:05:00,07:20:00,JoLe,HOFI,House Finch,10-20,2,,True,False,SE,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,HOSP,House Sparrow,0-5,2,,True,False,W,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,INDO,Inca Dove,5-10,2,,True,False,SW,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,MODO,Mourning Dove,20-40,2,,True,False,S,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,HOSP,House Sparrow,20-40,5,,True,False,S,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,MODO,Mourning Dove,40+,2,,True,False,N,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,GTGR,Great-tailed Grackle,FT,1,,True,False,NW,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,HOSP,House Sparrow,40+,3,,False,True,E,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,INDO,Inca Dove,20-40,3,,True,False,NE,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,GTGR,Great-tailed Grackle,20-40,2,,True,False,N,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,CBTH,Curve-billed Thrasher,20-40,2,,False,True,NW,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,ANHU,Anna's Hummingbird,40+,1,,True,False,N,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,NOMO,Northern Mockingbird,40+,1,,False,True,W,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,INDO,Inca Dove,0-5,3,,True,False,SW,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,EUST,European Starling,20-40,4,,False,True,SW,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,GTGR,Great-tailed Grackle,40+,1,,False,True,S,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,HOFI,House Finch,40+,3,,False,True,N,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,MODO,Mourning Dove,FT,4,,True,False,NW,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,GTGR,Great-tailed Grackle,FT,7,,True,False,W,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,LOSH,Loggerhead Shrike,20-40,1,,True,False,NW,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,BLPH,Black Phoebe,20-40,2,,True,False,N,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,AUWA,Audubon's Warbler,10-20,2,,True,False,N,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,GIWO,Gila Woodpecker,10-20,2,,True,False,N,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,RWBL,Red-winged Blackbird,40+,2,,False,True,SE,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,HOSP,House Sparrow,40+,6,,False,True,NE,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,NOCA,Northern Cardinal,40+,1,,False,True,NE,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,VERD,Verdin,5-10,1,,True,False,SE,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,ABTO,Abert's Towhee,20-40,2,,True,False,SE,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,MODO,Mourning Dove,10-20,4,,True,False,E,
272,T-19,2000-10-31,09:05:00,09:20:00,JoLe,GIFL,Gilded Flicker,20-40,1,,False,True,N,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,ROPI,Rock Pigeon,40+,6,,True,False,N,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,MODO,Mourning Dove,40+,5,,True,False,NE,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,CBTH,Curve-billed Thrasher,40+,1,,True,False,NE,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,ABTO,Abert's Towhee,10-20,1,,True,False,NE,
263,S-16,2000-10-31,08:13:00,08:28:00,JoLe,GTGR,Great-tailed Grackle,20-40,1,,True,False,S,
